IAO, [1s,2s frozen] SCF energy -75.381365401466 
IAO, [1s,2s frozen] FCI energy -75.403896323038 
FULL, [1s,2s frozen] SCF energy -75.382241315002 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.514849894318 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.495409211111 
VQE(Ry) energy (I) -75.403887979342 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489956871425 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489964060395 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489887118493 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489932350571 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489895864650 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489941982121 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489897621212 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489894211184 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489916942283 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489901342067 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489901240556 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489940564311 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489846400077 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489882281759 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489939705794 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489933387601 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489885204539 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489867068384 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489924293306 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489910701333 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489906685522 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489917827478 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489931412626 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489871087271 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489957456343 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489971487252 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489868421947 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489922987120 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489904855082 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489922342380 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489908254292 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489932942752 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489894144205 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489960068512 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489938817070 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489863107002 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489906855553 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489883815074 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489922600925 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489873046890 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489877397462 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489869345339 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489922699785 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489871393610 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489853357208 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489922325449 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489938744538 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489910719426 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489850602340 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489861104101 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489888787502 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489885073126 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489918774949 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489935025088 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489875313905 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489957091984 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489909767586 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489869679741 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489869741858 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489888062205 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489880670537 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489878667808 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489939544042 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489837188952 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489866279891 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489911904094 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489946359380 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489894268207 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489908463693 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489896659591 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489859897297 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489845960018 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489926242466 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489863119891 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489900046101 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489920696026 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489894915044 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489948517436 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489889972911 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489919564007 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489922202656 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489931409011 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489900685238 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489839317087 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489868304892 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489907159554 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489907810079 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489864868258 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489929528227 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489886599864 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489875738652 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489867169386 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489905612792 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489895852200 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489886654346 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489890096339 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489897698306 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489916955729 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489868070640 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.489824339034 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy ---- FINAL AVERAGE ---- -75.489900674442 +/- 0.000031343419 
