IAO, [1s,2s frozen] SCF energy -75.381857156279 
IAO, [1s,2s frozen] FCI energy -75.385324352805 
FULL, [1s,2s frozen] SCF energy -75.382516628013 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.494818918698 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.480808349887 
VQE(Ry) energy (I) -75.385321660470 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476820299946 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.477004010848 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476836361134 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476814425623 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476574985355 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476655114619 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476757832473 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476657852996 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476616815322 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476981336889 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476948455156 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476914907016 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476715421697 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476670822545 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476789166240 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476821231599 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476751174589 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476793092079 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.477008167653 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476965995568 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476788380281 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476835454962 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476727652766 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476669706501 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476752006005 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476723596434 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476876041582 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476815523963 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476905125568 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476933487722 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476655373233 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476794866165 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476805260405 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476982386182 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476748574307 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476757072127 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476806794461 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476664978244 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476878975896 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476970876804 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476740104136 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476821253068 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476776301927 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476851840678 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476719090193 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476640530548 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476760434938 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.477062448971 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476633603835 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476645340222 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476656370237 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476666956103 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476640064774 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476904456508 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476586831147 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476606132815 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476737457616 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476876866551 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476768256193 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476818544909 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476756739762 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476608101884 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476833532961 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476957708818 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476742375819 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476765767605 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476594768141 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476605031201 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476890072903 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476956366779 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.477019922329 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476757903206 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476714866391 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476862161767 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476714058912 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476666826179 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476905450252 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476654439574 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476763488908 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476801071159 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476744120654 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476804913149 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476873220013 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476676926427 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476919585487 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476736110840 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476602376927 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476513914437 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476662148216 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476777461399 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476833710599 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476810177573 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476796437320 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476873366142 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476892507618 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476805879823 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476596851493 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476848778882 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476784462396 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.476726521068 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy ---- FINAL AVERAGE ---- -75.476779526133 +/- 0.000116315556 
