IAO, [1s,2s frozen] SCF energy -75.381278919377 
IAO, [1s,2s frozen] FCI energy -75.385847082496 
FULL, [1s,2s frozen] SCF energy -75.381278919383 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.554474937719 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.537092414871 
VQE(Ry) energy (I) -75.385847047073 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532056282893 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531974983697 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.533156903945 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530852595995 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532888784137 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531501506475 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532108863397 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532364853275 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530724371498 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532246372224 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530596151709 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531446175481 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531017907752 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532436028576 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531614825561 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531716552019 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530770083666 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530958490352 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531845373110 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530902881830 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531681202358 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531742145235 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532389727435 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532984478352 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531400526769 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531267544211 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532037754412 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531892809277 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531810398920 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531146648048 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532042725619 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532218475171 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531516924856 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530955278478 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531409824261 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532319995068 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532158549910 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531392899580 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530339144812 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532298892285 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530918148181 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532832245003 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532252002305 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532535572598 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531672246706 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531122361049 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.533076943846 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530777674778 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532250859762 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531576830844 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531501063897 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530822844767 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530862211744 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531076318430 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531561337202 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.533296529311 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532078774691 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531784805390 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531137743671 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531425916129 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531748018829 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531874226754 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530924359306 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531757887990 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532147244893 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531549451098 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532109195595 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531800952752 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532016556345 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531218531481 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532557619946 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531578076218 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531412494254 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531836409977 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530764661610 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532466986888 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530722908285 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531767219795 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532029527823 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532087421592 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.533810745930 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531843656481 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531577296775 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532014833364 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532580638480 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532103137436 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532275388182 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531372915615 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531127282989 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531501082276 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531954001435 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531802766459 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.533020925132 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530561358041 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532583650160 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532543645382 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531638919057 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.532196267350 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.531779269340 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.530937351887 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy ---- FINAL AVERAGE ---- -75.531763432462 +/- 0.000671884734 
