IAO, [1s,2s frozen] SCF energy -75.399014390337 
IAO, [1s,2s frozen] FCI energy -75.419290368693 
FULL, [1s,2s frozen] SCF energy -75.399014390346 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.594065686730 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.563756526074 
VQE(Ry) energy (I) -75.419286097391 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558816382259 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558798898680 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558797726595 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558805117602 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558713873163 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558802322433 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558854065180 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558704381228 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558831832262 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558839583661 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558781808737 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558799768593 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558737905664 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558803194450 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558823852134 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558830072296 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558812038743 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558757391858 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558809916361 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558815320189 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558743386994 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558861535574 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558756158699 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558747818703 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.558767416411 
