IAO, [1s,2s frozen] SCF energy -75.399014390337 
IAO, [1s,2s frozen] FCI energy -75.419290368693 
FULL, [1s,2s frozen] SCF energy -75.399014390346 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.594065686730 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.563756526074 
VQE(Ry) energy (I) -75.419286097391 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.546114602437 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544637838432 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544318231060 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544592112109 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544571070775 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.545270998894 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544968192310 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544863486603 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544613249257 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544773838848 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544775553996 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544949081320 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544810960055 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.545235493425 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544311463167 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544883941116 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.545303852896 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544144602575 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544796585794 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.545404131292 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544691095144 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544507162723 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544178367839 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544506455968 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.544602372752 
