IAO, [1s,2s frozen] SCF energy -75.410356821071 
IAO, [1s,2s frozen] FCI energy -75.418493404527 
FULL, [1s,2s frozen] SCF energy -75.410356821072 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.588192321913 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.565307850836 
VQE(Ry) energy (I) -75.418484310897 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548759356239 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549197304871 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549343756936 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549159174361 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549058369356 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548540339263 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549234787296 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548639620107 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549031442096 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548586976905 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548983568119 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549220991339 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549116855289 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549238446914 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548761261349 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548936779265 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548741639709 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549225014098 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548838212588 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548816287503 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548580420125 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549382486156 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548923482734 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548649720802 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548987140510 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549103475899 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549130544110 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548941199221 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549102624277 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549032848764 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549320274953 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548865259132 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548745038881 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548992343922 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548644676362 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549014588038 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548710212636 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549366850644 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548894582318 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548868642732 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549265890660 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548596496870 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548689325468 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548826145315 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549204941248 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549194162754 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549160369815 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548929003992 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549189334665 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548978116841 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548852685099 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549301409106 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549300813015 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548757652697 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549165904590 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548928989245 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549123424540 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548705298884 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548848866905 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548953495301 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548914863604 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549245106529 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548868381594 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548913438284 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549138279956 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548579211075 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549060612684 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549025318361 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549427562528 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549280378496 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548792798625 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.549012793391 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.548945878069 
