IAO, [1s,2s frozen] SCF energy -75.414352238430 
IAO, [1s,2s frozen] FCI energy -75.427755483836 
FULL, [1s,2s frozen] SCF energy -75.414352238434 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.605781372820 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.578229924733 
VQE(Ry) energy (I) -75.427099550640 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565664187835 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565126772299 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566456498595 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565681851857 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565372672705 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565766903788 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565800374146 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565954839925 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566058752541 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565174168377 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565582477050 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565489586266 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566181817444 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565315378745 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565553437263 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566506684929 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565444504537 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566005279540 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566167984539 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566483404126 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566588218108 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564816549670 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565736560575 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565966395177 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565708339264 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565250758009 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565996652316 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566143677878 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565964278859 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565210904166 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565941361805 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565622983436 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565885460424 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565579205035 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566085168537 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565777759379 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566282831595 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565340195224 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565892345512 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566337549948 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565457077892 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565240859196 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565770036428 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565947113857 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565874302374 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566508800753 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565923147820 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565713335857 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566281094855 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565083857391 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565215358825 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565460593797 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566148614075 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565732919738 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565594726129 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565784377604 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566198394485 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566037371426 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566102493622 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566171370768 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565109060786 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565778851106 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566613435024 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565203938059 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566217629960 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565565721520 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566191289808 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565972142765 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565226274909 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565257699832 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565587122467 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565828143762 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566057181264 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566224865488 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565730986777 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565123572976 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565780452951 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565959181317 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566406840430 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565380865324 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566180927998 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565515936266 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565874588716 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565449096393 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565867850540 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565468894163 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566759887437 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.567035580602 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566013710087 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565657817249 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565520388272 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565370751270 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565500059351 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565534799364 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565153501780 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565947296066 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565603337966 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565537020285 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565557298799 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565404350676 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy ---- FINAL AVERAGE ---- -75.565783289681 +/- 0.000419803478 
