IAO, [1s,2s frozen] SCF energy -75.409656204013 
IAO, [1s,2s frozen] FCI energy -75.423072402089 
FULL, [1s,2s frozen] SCF energy -75.409656204028 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.591989629100 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.564603335520 
VQE(Ry) energy (I) -75.422678774158 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561899825901 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561179764595 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561277058922 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561238614800 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561638370760 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561638101370 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561424919517 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561673017913 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561404120915 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561632569218 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561250124321 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561305596654 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561513834457 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561520447822 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561392486454 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561189212496 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561458566558 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561513089647 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561152166413 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561738499329 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561389330354 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561438521803 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561657711965 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561855594715 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561501571230 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561515169084 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561577172535 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561739027845 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561518264612 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561551934060 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561066791193 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561556920024 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561516587449 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561478069052 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561553637599 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561399349244 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561119975087 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561578549008 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561435206685 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561594160104 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561504262303 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561331528806 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561403452573 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561487147823 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561519793714 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561670037530 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561643745671 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561839593403 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561401122236 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561265500043 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561580630979 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561227509889 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561645318551 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561615445873 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561495426947 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561567747644 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561239474854 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561505302171 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561253577527 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561186071259 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561280327581 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561310519399 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561409930561 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561374481707 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561401894943 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561415149043 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561405809880 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561286129699 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561302761644 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561178473692 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561637947637 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561601023105 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561519821706 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561442345524 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561096057912 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561164116807 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561344833005 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561207899382 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561792069525 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561501139268 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561610856155 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561561222878 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561977678536 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561509826372 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561377230280 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561589398079 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561356189285 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561620031508 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561535149754 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561097114716 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561231739074 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561291630212 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561422785941 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561381791198 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.560956254185 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561480725426 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561477736838 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561541061297 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561426817808 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.561524184634 
