IAO, [1s,2s frozen] SCF energy -75.403962422817 
IAO, [1s,2s frozen] FCI energy -75.419870574530 
FULL, [1s,2s frozen] SCF energy -75.404611090951 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.533114835870 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.513816510563 
VQE(Ry) energy (I) -75.419866263003 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505963181516 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505978892610 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506293806007 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506331205660 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506459478562 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505859736662 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506286885667 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506270193559 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506089019147 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506077538782 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505916620884 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506268414566 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506226021753 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506160578020 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505932806820 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505962342425 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506257341785 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.513066027811 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506301305545 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506428075132 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506672403792 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506439885975 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506149069043 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506111779319 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506155881347 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506079674863 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505951868498 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505862882440 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506246225410 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506106300700 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506242777170 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506120206357 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506271358252 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506280907408 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506516982314 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506211456249 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506271864838 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506161373487 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506174969274 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506412865608 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506533899590 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506004305165 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506144482306 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505928752969 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506500469158 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506381853383 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506518602682 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506030781663 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506273640402 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505981599370 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505901099117 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506081012018 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505955464504 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506127903340 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506335783733 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506253188740 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506079972034 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506560542189 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505980771377 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506252197889 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506397574830 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506272016024 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.505906956088 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506128235533 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506323179790 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506022685453 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506298775210 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506344677119 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506133536090 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506148152395 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506038422307 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506192642977 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506278254551 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506306963633 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506273054518 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506401130149 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506432506380 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506217453090 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506566084190 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506522715482 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506269587232 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506209383835 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506109467540 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506153459334 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506508581968 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506032410753 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506340642584 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506255183442 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506239882342 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506209509263 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506218907796 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506153947354 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506269276850 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.506118971451 
