IAO, [1s,2s frozen] SCF energy -75.409656204013 
IAO, [1s,2s frozen] FCI energy -75.423072402090 
FULL, [1s,2s frozen] SCF energy -75.409656204028 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.591989629100 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.564603335520 
VQE(Ry) energy (I) -75.422678774158 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564694340647 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565916272361 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565107024748 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565225217212 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566045933847 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565525653263 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566255113508 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565369947762 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565320903775 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565320807914 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565656765554 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564979920470 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565054450511 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565683684953 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565119683738 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564930627025 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565081233713 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565473086304 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565513605676 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565535072642 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564916130803 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565366305195 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565107080938 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565287085325 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565303408063 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565560034116 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566023133392 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566024214023 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565627806526 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564863513110 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565364559898 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565825593753 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564919717529 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565831389618 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565284166647 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565555676138 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565145322912 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565393959424 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564953925414 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565837810775 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565082864371 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565461864109 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565374754529 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565624765193 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564926027217 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565224696611 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565642475928 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565349943940 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565395966951 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565219103015 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565649604232 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565828637333 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565175881038 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565553648862 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565236617097 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565138570970 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564961030342 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566046100865 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565147832367 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565130261311 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564733154651 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565537983612 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565216168188 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565658579154 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565467678309 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565328276383 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565134167497 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565061059071 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565109711837 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564810954637 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565057615681 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565523736179 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565259429353 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565758488502 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565422791780 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565493572791 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565036354242 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565185943857 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565396152983 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.564959710239 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566026795413 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565879131539 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565441669632 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565163888280 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565483418325 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565567895956 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565569598928 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565336310137 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565381027548 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565253041171 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565520662041 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565499779266 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.566265642431 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565932642616 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565197123828 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565212924600 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565291331131 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565344103591 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565676358941 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.565945999475 
