IAO, [1s,2s frozen] SCF energy -75.414092443026 
IAO, [1s,2s frozen] FCI energy -75.424405438845 
FULL, [1s,2s frozen] SCF energy -75.414692482011 
FULL, [1s,2s frozen] FCI energy nan 
FCI+FCI [1s,2s frozen] NEVPT2 energy -75.532674322695 
FCI+QSE [1s,2s frozen] NEVPT2 energy -75.514752336279 
VQE(Ry) energy (I) -75.424391790731 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511411354257 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511592082300 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511435743885 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511249086198 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511704204514 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511433719432 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511509574301 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511677537872 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511512447623 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511385931901 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511468065330 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511409862670 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511531487406 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511475241306 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511524202567 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511479133183 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511603317689 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511632398194 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511492605631 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511572325700 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511184872837 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511808882531 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511238058827 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511250450840 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511489913462 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511345284295 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511255967946 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511236901427 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511460961533 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511489138656 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511383476938 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511486858342 
VQE(Ry)+QSE [1s,2s frozen] NEVPT2 energy -75.511187182723 
